Barcode,Brands,Product name,Generic name,Serving quantity,Serving qty unit,Serving size,Calories,Protein,Fats,Saturated fats,Monounsaturated fats,Polyunsaturated fats,Trans fats,Carbs,Total sugars,Added sugars,Fiber,Sodium,Potassium,Cholesterol
7798139072892,Ultra Tech,Protein Bar,N/A,50,g,50 g,372,0,8.4,0,0,0,0,42,0,0,0,0.288,0,0
7798177530286,HTN,XT Gold Protein Vainilla,N/A,35,g,35 g,411,0,5.43,0,0,0,0,7.14,0,0,0,0.354,0.114,0
7798001562605,cremigal,leche,N/A,N/A,N/A,N/A,70,0,0.9,0.5,0,0,0,9.4,9.4,0,0,0,0,0
7798321152333,Sancor,Yogur Vida Sabor a Frutilla,N/A,200.0,g,200 g,29,0,0,0,0,0,0,4.3,4,0,0,0.054,0,0
7798033210437,singluko,dulce de leche con stevia,N/A,20.0,g,20gr,32,0,0.5,0.6,0,0,0,5.8,0,0,2.3,17.5,0,0
7798228640902,establecimiento fin del mundo,green crops,N/A,N/A,N/A,N/A,100,0,3,0.3,0,0,0,16,0.9,0,1.2,0.067,0,0
7798177530279,HTN,XT GOLD PROTEIN Chocolate,N/A,35,g,35 g,411,0,5.43,0,0,0,0,7.14,0,0,0,0.354,0.114,0
20417093,Piera,Tostadas Clásicas,N/A,N/A,N/A,25,105,0,0.8,0.1,0,0,0,20,1.2,0,0.7,0.06999999999999999,0,0
7790080026726,Tholem,4 Quesos,"queso procesado fundido para untar, libre de gluten.",30.0,g,3 cucharadas (30 g),150,0,11,7,0,0,0,2,0,0,0,0.8,0,0
7790070035974,Granja del sol,Milanesas soja,N/A,82.5,g,82.5 g,242,0,5.82,0,0,0,0,36.4,0,0,3.15,0.227,0,0
7798343751040,"Integra, Íntegra",Barra sin TACC,N/A,34.0,g,1 portion (34 g),353,0,11.5,1.18,0,0,0,41.2,15.6,0,20.6,0.00235,0,0
7798016980012,Natural Feeding,Pretzels,N/A,28,g,17 unidades (28 g),393,0,3.93,0,0,0,0,78.6,2.14,1.07,39.3,1.21,0,0
7799120002300,Check,Galletitas con salvado,N/A,30,g,30 g,393,0,10,4.67,0,0,0,66.7,6,0,5.67,0.65,0,0
7798304851338,Simplot,Papas Fritas Tradicionales,N/A,85,g,85 g,126,0,2.59,0.353,1.76,0.235,0,24.7,0,0,0.706,0.0188,0,0
7793360131585,bc,mermelada,N/A,20,g,1 portion (20 g),145,0,0,0,0,0,0,35.5,0,0,0,0,0,0
7794820903117,"Milkaut,Savencia",Milkaut semidescremada,N/A,200,g,200.0g,40,0,1,0.6,0,0,0,4.8,0,0,0,0,0,0
7794000007949,Maizena,Granola Con Arandanos Y Semillas,N/A,30,g,30 g,393,0,6.67,0,0,0,0,76.7,18.7,9.67,4,0.213,0,0
7799120000856,Aliada,Atun desmenuzado al aceite y agua,N/A,60,g,60 g,153,0,6.33,1.17,0,0,0,0,0,0,0,0.712,0,0
7798270245742,Check,Copos de maiz,N/A,30,g,30 g,333,0,1.33,0,0,0,0,70,10,0,3.67,0.787,0,0
00000996,La Quinta,Alfajor Dulce de leche,N/A,50,N/A,50 g,304,0,10.8,4.4,0,0,0,44,0,0,0,0.15000000000000002,0,0
00006685,Tarragona,Lentejas remojadas,N/A,130,g,130 g,89.2,0,0,0,0,0,0,16.2,0,0,3.85,0.07,0,0
00002104,Tremblay,Queso Danbo en fetas,N/A,30,g,30 g,367,0,30,18.7,0,0,0,0,0,0,0,0.36,0,0
00248464,N/A,casancrem,N/A,30,N/A,30 g,143,0,0,0,0,0,0,0,0,0,0,0,0,0
00281648,N/A,biscuits,N/A,30,N/A,30 (30 g),353,0,0,0,0,0,0,0,0,0,0,0,0,0
03575605,omnilife,Tratino limpn,N/A,7.5,g,"7,5g",18,0,0,0,0,0,0,4,0,0,0,0.022,0,0
0007777777777,Arcor,Cofler Bloc,N/A,N/A,N/A,N/A,0,0,35,16,0,0,0,44,42,0,3.4,0.106,0,0
0779113000942,Emeth,Mermelada de damasco - Línea Gourmet,N/A,20,g,20 g,250,0,0,0,0,0,0,65,0,0,0,0.13,0,0
0779167200759,Fantoche,Marmoladas,N/A,30,g,4 galletas 30 g,643,0,26.7,16.7,0,0,0,63.3,0,0,0,0.38,0,0
0077922220042,Billiken,Billiken Bombón Classic,Bombones sabor frutales,20,N/A,2 Unidades 20g,320,0,0,0,0,0,0,75,0,0,0,0.050800000000000005,0,0
0779268400935,Solitas,Presumidas Frutos del Bosque,N/A,30,g,30 g,463,0,18,8.67,0,0,0,70,0,0,1.33,0.1,0,0
0779391300178,Tregar,Yogur bebible sabor vainilla,N/A,200.0,g,200 g,30,0,0,0,0,0,0,4,0,0,0,0.05,0,0
0779808200185,Natuzen,Cookies Miti-Miti,Galletitas dulces sabor chocolate y vainilla libre de gluten sin TACC,30,g,30 g,283,0,13,6.33,0,0,0.667,38,0,0,0.333,0.0527,0,0
0790070034328,Granja del Sol,Nuggets crocantes granja del sol,N/A,130,g,130 g,256,0,14.6,1.62,0,0,0,16.2,0,0,2.31,0.45,0,0
0798079230109,Santa maria,Galletitas de coco,N/A,N/A,N/A,30,463,0,17,2.3,0,0,0,73,0,0,1,0.017,0,0
00009597,Nature,Miel con arándanos,N/A,15,g,15g,400,0,0,0,0,0,0,100,0,0,0,0,0,0
8445291389021,nido,leche nido en polvo paquete,N/A,N/A,N/A,N/A,459,0,19,8.8,0,0,0,53,53,0,3.1,357,0,0
8712000056544,Heineken,N/A,N/A,330,ml,1 portion (330 ml),21,0,0,0,0,0,0,4.3,1.3,0,0,0.004,0,0
7790070432254,Gallo,Arroz Preparado Verduras,N/A,50,g,50 g,326,0,0,0,0,0,0,74,2.4,1,2.2,0.856,0,0
7791473002785,Miss Yvette,Magdalenas Chips Chocolate,N/A,40,g,1 portion (40 g),415,0,18,0,0,0,0,57.5,0,0,0,0,0,0
7795176771573,Salvador,Agua tónica dietética,N/A,250,ml,250 ml,0,0,0,0,0,0,0,0,0,0,0,0.0124,0,0
7798067030247,Deleite,Dulce de Leche,N/A,20.0,g,20.0g,58,0,12,7,0,0,0,11,11,0,0,0,0,0
0736684208714,entrenuts,pasta de mani,N/A,100.0,g,1 portion (100 g),582,0,48,0,0,0,0,14,0,0,0,0,0,0
7790040141209,Aguila,Alfajor De Chocolate Relleno Con Dulce De Leche,N/A,50,g,1 porción (50 g),422,0,15,7.2,0,0,0,66,18,18,2,0.126,0,0
7798061190596,Oliovita,Aceite de Oliva Virgen Extra,N/A,13.0,ml,1 portion (13 ml),900,0,100,18.5,66.9,14.6,0,0,0,0,0,0,0,0
7790139004972,Favinco,Aceto Espeso Ahumado,N/A,10,ml,1 portion (10 ml),150,0,0,0,0,0,0,37,37,0,0,0.013,0,0
0810007521350,True Nutrition,Grass Fed Beef Protein Isolate,N/A,34,g,1 scoop (34 g),382,0,0,0,0,0,0,0,0,0,0,0.618,0,0
0649818193148,Metabolic Code,Sunfiber,N/A,6.0,g,2 scoops (6 g),217,0,0,0,0,0,0,100,0,0,100,0,0,0
8445290533982,"Nestlé,Nido,Assal",Nido Etapa 3,"leche modificada en polvo para niños a partir de 1 año, con oligofructosa e inulina, libre de gluten.",29.0,g,2 1/2 cucharas de sopa (29 g),456,0,20,5.9,0,0,0,57,47,0,0.6,0.19,0,0
7798343751026,Integra,Barra Cereal,N/A,40,g,1 portion (40 g),322,0,9.25,3,0,0,0,42.5,10.5,0,17.5,0.0525,0,0
17212425,Fresh,Wok de vegetales,N/A,100,g,100 g,54,0,0,0,0,0,0,11,0,0,2.5,0.0089,0,0
2500000792087294,Green life,Acelga congelada,N/A,130,g,130 g,23.8,0,0,0,0,0,0,4,0,0,3,0.15,0,0
7791720028469,Guarana,Gaseosa Sabor,N/A,200,ml,1 porción (200 ml),24,0,0,0,0,0,0,6,6,0,0,0.007,0,0
7798134782468,Trini,Manjar de Leche,N/A,20.0,g,1 spoontable (20 g),215,0,7,4.5,0,0,0,34.5,9.5,0.5,13.5,0.15,0,0
0619660878975,Star Nutrition,Whey Protein,N/A,30,g,1 portion (30 g),1410,0,20,0,0,0,0,28.9,0,0,0,0,2,0
7798343751354,Íntegra,Bocadito Arándanos_Chocolate,N/A,26,g,26 g,373,0,12.3,3.85,0,0,0,46.2,15,9.23,19.2,0.0615,0,0
7790580146849,"Mogul,Arcor",Monstruitos,"pastillas de goma fantasía sabores a frutilla, naranja y manzana, libre de gluten.",30,g,1 bolsa (30 g),320,0,0,0,0,0,0,73.3,50,50,0,0.0333,0,0
7793890259438,DIA,Pan DIA Salvado Sin Grasas,N/A,49.0,g,1 portion (49 g),229,0,3.27,0.612,0.816,1.84,0,38.8,4.69,3.88,6.94,0.216,0,0
7790070337108,Lucchetti,Fideos Al Huevo N5,N/A,80.0,g,80 g,336,0,2,0.5,0,0,0,68.8,0,0,2.87,0.0287,0,0
7790936000016,tresal,sal gruesa yodada,N/A,1,g,1 g,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0
7790070034427,Granja Del Sol,Nuggets Pollo,N/A,130,g,130 g,210,0,6.15,0.692,0,0,0,25.4,0,0,2.54,0.198,0,0
8480017284617,DIA,Queso Feteado Danbo Light,N/A,30.0,g,1 portion (30 g),303,0,20,13,5.33,1,0,0,0,0,0,0.48,0,0.06
0619660878968,Star Nutrition,Whey Protein,N/A,30.0,g,30 g,423,0,6,0,0,0,0,8.67,0,0,0,0.2,0.6,0
8445291169500,Nestle,Nesquik,N/A,200,ml,1 portion (200 ml),58,0,0.95,0.6,0,0,0,9.5,9,0,0,0.055,0,0
7790070336552,"Don Vicente, Molinos Río de la Plata",Fideos con Huevo &quot;Don Vicente&quot; 500g,N/A,80.0,g,80 g,301,0,2.62,0.375,0,0,0,58.8,0,0,2.5,0.21,0,0
7896311773121,IntegralMedica,My Whey,N/A,250,ml,250 ml,43.2,0,0.84,0.72,0,0,0,1,0,0,1.28,0.0952,0,0
7798133020929,Volcan,Volcan,N/A,60,g,1 portion (60 g),342,0,11.2,4.83,0,0,0.333,53.3,20,16.7,0,0.103,0,0
7798334803086,Kansas,Honey Mustard,N/A,12,g,12 g,433,0,40.8,4.17,0,0,4.17,15,14.2,1.67,0,0.517,0,0
7798164710035,Vía Costa,Fideos Huevo,N/A,80,g,80 g,354,0,2.62,0.375,0,0,0,71.2,0,0,4.25,0.01,0,0
0643435242746,Nestle,Epa,N/A,88,g,1 portion (88 g),308,0,17,11.4,0,0,0,35.2,28.4,0,0.795,0.118,0,0
2513507005044,La Serenísima,Cremon,N/A,30,g,1 portion (30 g),289,0,24,15,0,0,0,1,0,0,0,0,0,0
7798060853324,Tonadita,Dulce de Leche Clasico,N/A,20.0,g,20gr,300,0,6.5,4,0,0,0,54,54,46,0,0.125,0,0
7798118407394,Guolis,Alfajor Negro Suave,N/A,60,g,1 porcion (60 g),220,0,6.8,0,0,0,0,36,24,0,0,0,0,0
7790310985670,"Cheetos,PepsiCo",Cheetos sabor queso crema,Producto de copetín a base de harina de maíz con sabor a queso crema,25.0,g,25 g (1/2 taza de té),492,0,23.2,4,0,0,0,64,3.6,3.6,3.6,0.444,0,0
0754697505101,TIBAX,Tortilla De Trigo,N/A,50,g,2 units (50 g),318,0,7,2.2,0,0,0,56,0,0,0.4,0.53,0,0
7790070431493,Lucchetti,Arroz Largo Fino Michetti x 500,N/A,50.0,g,1 portion (50 g),340,0,0,0,0,0,0,78,0,0,1.4,0,0,0
7798228640247,Crowie,Lemon Ceral Bar,N/A,12,g,1 bar (12 g),467,0,25,25,0,0,0,49.2,0,0,10.8,0,0,0
7791337061507,La serenisima,Casanmcrem,N/A,30.0,g,30g,153,0,10.7,7,0,0.333,0,6.67,6,0,0,0.287,0,0.033
2000000151541,CEREALITAS,Cerealitas arroz,N/A,N/A,N/A,N/A,367,0,0.7,0.2,0,0,0,81,4.2,0,2.2,0.28700000000000003,0,0
7790580103378,Cofler,Blanco Aireado Chico,N/A,27,g,27 g,567,0,35.2,21.1,0,0,0,55.6,55.6,0,0,0.567,0,0
7797470198674,Marolio,Choclo amarillo cremoso,N/A,130,g,130 g,60,0,0.538,0,0,0,0,12.3,3.69,0,0.769,0.176,0,0
7798136870668,Dahi,Yogur Mango,N/A,190,g,1 portion (190 g),118,0,2.89,0,0,0,0,20,0,0,0,0,0,0
7807910026136,Cuisine & Co,Granola con Almendras y Pasas,N/A,40,g,1 portion (40 g),425,0,14,0,6,3,0,70,27.5,18.8,7,0.12,0,0.005
8690843071897,Bahçivan,N/A,N/A,100,g,1 portion (100 g),321,0,24,0,0,0,0,2.3,0,0,0,1.42,0,0
7791720017845,Carrefour Classic,Pure de Papas Sabor Finas Hierbas,N/A,21,g,3 spoon (21 g),333,0,0,0,0,0,0,76.2,1.43,0,5.71,0.343,0,0
7792290000398,Monte nevi,Lentejas secas remojadas,N/A,130.0,g,1 portion (130 g),89.2,0,0,0,0,0,0,16.2,0,0,3.85,0.07,0,0
7790499000607,La banda,Atún desmenuzado al natural,N/A,60,g,60 g,50,0,1.1,0,0,0,0,0,0,0,0,0.353,0,0
7802920005782,COLUN,Mi LECHE SEMIDESCREMADA PLÁTANO,N/A,200.0,ml,200 ml,46,0,1.3,0.83,0.38,0.03,0.05,5.5,5,0,0,0.06096,0,0.004
7790742448101,La Serenísima,Leche Descremada,N/A,100,g,100 g,40,0,1,0,0,0,0,4.8,4.8,0,0,0.049,0,0
7790070431721,Gallo,Risotto 4 Quesos,N/A,63,g,1 portion (63 g),363,0,4.6,1.75,0,0,0,71.4,3.97,1.11,3.97,0.808,0,0
0763571816158,NF Nutrition,Prime Proteon Whey Protein,N/A,31,g,31 g,403,0,7.1,5.81,0,0,0,4.52,0,0,0,0.19,0,0
7790636000354,Val Maira,Pan Lacteado,N/A,50,g,50 g,266,0,3.6,0.6,1.2,1.6,0,50.2,4.6,4.6,3.2,0.252,0,0
0485720200006,La Paulina,Port Salut Light,N/A,30,g,30 g,303,0,24.7,15.3,0,0,1,0,0,0,0,0.473,0,0
7798342151520,NotCo,NotMila Carne,N/A,110,g,1 portion (110 g),234,0,11.8,10.9,0,0,0,18.2,0,0,4,0,0,0
2126010433077,Gallo,Arroz Doble Carolina,N/A,50,g,1 portion (50 g),340,0,0,0,0,0,0,78,0,0,0,0,0,0
7798304851512,Simplot,Papas Extra Crocantes,N/A,N/A,N/A,N/A,156,0,5.2,0,0,0,0,24,0,0,0,0,0,0
7792108020365,Mundo Abeja,Miel 100% Natural,N/A,30,g,30gr,213,0,0,0,0,0,0,53.3,53.3,0,0,0,0,0
7790070432490,Exquisita,Exquisita,N/A,5.0,g,5gr,19,0,0,0,0,0,0,3,2.4,2.4,0,0.071,0,0
7798113302052,Manaos,Placer sabor Pomelo,N/A,200,ml,200ml,18,0,0,0,0,0,0,5,4.5,4.5,0,0.014,0,0
7798159052836,La Francia,Rústicas Pepas Integrales,N/A,36,g,36 gr,333,0,11.1,2.78,0,0,0,50,8.33,8.33,8.33,0.1,0,0
7793913013641,Tregar,Tregar Châtel DESCREMADO,N/A,30.0,g,1 portion (30 g),153,0,8.67,0,0,0,0,2.33,0,0,0,0,0,0
7798138552951,Molto,Garbanzos,N/A,130,g,130 g,116,0,1.62,0.231,0,0,0,19.2,0,0,4.92,0.202,0,0
6937962134440,Kangshifu,Instant Braised Carrot & Beef Noodles,N/A,105,g,1 bag (105 g),468.6902484921,0,22.4,0,0,0,0,58.6,0,0,0,2.316,0,0
7791720028810,Carrefour,Palitos De Harina De Maiz Sabor A Queso,N/A,25,g,25 g,484,0,30,5.2,0,0,0,48,3.6,0,8,0.596,0,0
7798389121456,Delhi Tea,Té Oolong,N/A,1.8,g,"1,8 gr",0,0,0,0,0,0,0,0,0,0,0,0,0,0
0874643000532,La saltena,Tapas de empanadas flaky hojaldradas,N/A,28,g,1 pieces (28 g),257,0,8.21,5.36,0,0,0,39.3,0,0,2.5,0.65,0,0.0536
7790040144095,Traviata,traviata x 5,N/A,28.0,g,1 portion (28 g),443,0,14.6,6.79,0,0,0,67.9,0,0,0,0,0,0
7798374430068,Leira,Aceite de Girasol,aceite comestible de girasol.,13,ml,1 cuchara sopera (13 ml),823,0,92.3,7.69,0,0,0,0,0,0,0,0,0,0
0077985555009,"ZOE,AGL",Aceite de Soya y Girasol,"aceite comestible mezlca de soja y girasol, libre de gluten.",13.0,ml,1 cuchara sopa (13 ml),831,0,92.3,10,0,28.5,0,0,0,0,0,0,0,0.0531
7622202218729,Terrabusi,Terrabusi Duquesa,N/A,32,g,32gr,488,0,20,9.69,0,0,0.938,68.8,31.2,31.2,0,0.222,0,0
7798307810288,nutri raw,Cookies de almendras,N/A,N/A,N/A,20,107,0,6.2,2.2,0,0,0,10,0,0,1.1,92,0,0
7792170001040,Quaker,Barra Chocolate,N/A,30,g,30 g,337,0,8.33,0,0,0,0,56.7,18,18,5,0.1,0,0
7780433000664,Genser,Mix Desayuno,N/A,15,g,15gr,480,0,39.3,4.67,10,24,0,12,0,0,22,0.0153,0,0
7794000008199,Maizena,Premezcla Sin Gluten Pan Y Prepizza,N/A,27.7,g,27.7 g,100,0,0.7,0,0,0,0,22,0,0,0,0.115,0,0
7798165594399,Beepure,Cookies Mantequilla De Mani,N/A,30,g,5 galletas (30 g),430,0,19,1.67,0,0,0,56.7,21.7,0,3.33,0.203,0,0
7795733000351,KOKIS,Galletitas Dulces sabor Limon,N/A,30,g,30gr,410,0,15.7,7.67,0,0,0,60,21.7,21.3,1.33,0.00133,0,0
7794729201130,Fresh,Champiñones congelados,N/A,100,g,100 g,12,0,0,0,0,0,0,0,0,0,1.5,0.016,0,0
7790524324364,GoNatural,Granola Crunch!,N/A,100.0,g,1 portion (100 g),435,0,12,1.4,0,0,0,79,13,0,6.8,0.034,0,0
7798101208045,ironbar,barra de proteina,N/A,N/A,N/A,N/A,180,0,7,4,0,0,0,18,10,0,2,0.11,0,0
7791351000773,Green Mills,Galletitas de Avena con Semillas,N/A,50,g,50gr,326,0,13.2,1.4,0,0,0,46,0,0,2.6,0.0122,0,0
7790070336071,Terrabusi,Fideos Tibaruzon Mix De Vegetales,N/A,80,g,80 g,334,0,1,0.25,0.125,0.625,0,71.2,0,0,3.12,0.0225,0,0
7790127000252,Vanoli,Aceitunas Negras,"aceitunas negras calidad II, grupo C en salmuera, libre de gluten.",20.0,g,6 unidades (20 g),215,0,19,0,0,0,0,11.5,0,0,4.5,1.47,0,0
7794990177585,La Paulina,Queso En Hebras Parmesano,N/A,10,g,10 g,380,0,29,0,0,0,0,0,0,0,0,0.65,0,0
7790503199112,Dos Hermanos,Arroz Doble Carolina,N/A,50,g,50 g,352,0,0,0,0,0,0,78,0,0,0,0.024,0,0
7790070336118,Lucchetti,Tallarín N°5 &quot;Luchetti&quot; 500g,N/A,80.0,g,80 g,331,0,1,0,0,0,0,70,0.75,0,3,0.0025,0,0
0754697476487,Crunch Granola,Cocontus Bites,N/A,40,g,40 g,552,0,45,0,0,0,0,27.5,0,0,9.25,0.012,0,0
7790070225023,Cocinero,Aceite Mezcla,N/A,13,ml,13 ml,831,0,92.3,0,0,0,0,0,0,0,0,0,0,0
77949707,kinder,chocolate kinder,N/A,N/A,N/A,N/A,139,0,8.5,5.5,0,0,0,13,13,0,0,0.035,0,0
7792052175401,Cuisine & co,Copos de maiz,N/A,30,g,30 g,373,0,0,0,0,0,0,86.7,6.33,0,2.33,0.283,0,0
7798187760918,zafrán,Granola,N/A,40,g,40 g,378,0,15.5,0,0,0,0,45,9.75,9,10,0,0,0
7790040143227,Chocolinas,Chocolate Cookies,N/A,33.0,g,33 g,452,0,16.7,4.85,0,0,0,66.7,20,0,4.21,0,0,0
7798383010121,Kamar,Hummus de Garbanzo,N/A,60.0,g,3 scoops (60 g),145,0,3.17,0.667,0,0,0,23.3,0.833,0,0,0.468,0,0
7791351006300,New Garden,Castañas de Caju,N/A,30,g,2 scoops (30 g),583,0,43.3,7.67,0,0,0,30.3,6,0,0,0.012,0,0
7798146700405,Superbe,Salmon Ahumado Rebanado,N/A,50,g,1 portion (50 g),512,0,40,7.8,0,0,0,1,0,0,0,1.34,0,0
7794990177530,La Paulina,Cuatro Quesos Equilibrio,N/A,10.0,g,10 g,280,0,19,11,5,0,0,0,0,0,0,0.6,0,0.03
7792360095903,Bonafide,Tableta Mecano Dulce De Leche,N/A,25,g,25 g,472,0,22.4,0,0,0,0,60,56,44,0.8,0.8,0,0
7794520868235,Krachitos,Palitos Salados,N/A,25,g,25 g,544,0,36,5.6,0,0,0.8,48,0,0,7.2,0,0,0
7311720029473,lucchetti,Tallarín n5,N/A,80.0,g,80 g,331,0,0,0,0,0,0,0,0.75,0,3,0.0025,0,0
7791875100447,Havanna,Barrita De Cereal 70% Cacao,N/A,28,g,28 g,411,0,22.1,11.4,0,0,0,46.4,9.64,0,14.6,0.214,0,0
7790309000049,Barraza,Queso Muzzarela,N/A,30,g,30 g,277,0,22,15,0,0,0,0,0,0,0,0.397,0,0
7798114470057,Flanchello,Flan Casero Con Huevo,N/A,180,g,180 g,148,0,2.83,1.33,0,0,0,25,21.7,20,0,0,0,0
7791720028049,Carrefour,Papas Ondeadas,N/A,100,g,100 g,62,0,0,0,0,0,0,13,0,0,1.6,0.012,0,0
7798304841346,Frigor,Palito Bombón Helado,N/A,36.4,g,36.4 g,250,0,13.7,11,0,0,0,30.2,24.2,0,0,0.044,0,0
7798013108082,Cagnoli,Salamín Tandilero Picado Fino Ahumado,N/A,40.0,g,40 g,430,0,35,12.7,0,0,0,0,0,0,0,1.8,0,0
7798141132867,Karinat,Bites De Arándano,N/A,25.0,g,25 g,212,0,10.8,6,0,0,0,26.4,24.8,0,1.6,0.044,0,0
7792981001505,ENA,Polvo proteico de vainilla,N/A,31,g,31 g,413,0,7.42,4.84,0,0,0,6.13,0,0,0,0.177,0,0
7798283670883,Chez Momo,Pan Keto de Harina de Link,N/A,55,g,1 portion (55 g),225,0,14.5,2.36,0,0,0,9.09,0,0,0,0.209,0,0
6260480101893,Manizan,N/A,N/A,N/A,N/A,N/A,125,0,10,6.2,0,0,0,5.4,0,0,0,0.064,0,0.035
7798101203323,Gentech,Low carb protein bar,N/A,45,g,45g,327,0,14.4,8.67,0,0,0,16,4.67,0,21.6,169,0,0
7790080040067,SanCor,N/A,N/A,30.0,g,1 portion (30 g),127,0,7.33,0,0,0,0,7.67,0,0,0,0,0,0
5029715005440,Hello,N/A,N/A,29.57,ml,1 portion (29.57 ml),615,0,67.6,20.3,0,0,0,1.69,1.69,0,0.338,0.000575,0,0
7798181040283,Boutique Chipd,Chips de batata,N/A,25.0,g,1 ne cup of tea (25 g),412,0,28,2.4,0,0,0,36,4.4,0,8,0.288,0,0
7790070431578,Gallo,Arroz Doble Carolina,N/A,50,g,0.25 portion (50 g),340,0,0,0,0,0,0,78,0,0,1.4,0,0,0
4823077636073,Roshen,N/A,N/A,15.555,g,15.555 g,390,0,11.8,5.7,0,0,0,69.1,39.6,0,0,0.153,0,0
7798174260605,Legume,Fusili High Protein,N/A,80,g,1 portion (80 g),312,0,1.5,0,0,0,0,48.8,0,0,6.25,0,0,0
7798343751033,integra,barrita girasol y arandanos,N/A,41,g,41 g,295,0,7.8,1.95,0,0,0,39,7.32,0,12,0.0415,0,0
2800000428846,Coto,Empanadas De Pollo,N/A,90,g,90 g,192,0,8,7.44,0,0,0.111,20.2,0,0,1.2,0.529,0,0.07
8480017598943,Dia,Atun Desmenuzado Al Natural,N/A,120.0,g,1 tin (120 g),60,0,3.33,0,0,0,0,0,0,0,0,0.171,0,0
7791270010556,Alpino,Chocolate Semiamargo Para Moldear,N/A,25,g,25 g,544,0,37.6,36,0,0,0.4,48,44,44,8,0.004,0,0
7790070431370,Gallo,Pop Snacks Sal Marina,N/A,25.0,g,1 portion (25 g),396,0,12.8,0,0,0,0,60,0,0,0,0,0,0
7790580141844,Arcor,N/A,N/A,20,g,1 portion (20 g),1780,0,0,0,0,0,0,445,335,335,0,0.055,0,0
2800004817349,Ciudad Del Lago,Granos De Choclo Amarillo Enteros,N/A,130,g,130 g,59.6,0,1.69,0.385,0,0,0,7.69,2.08,0,3.38,0.23,0,0
2920708300012,Carrefour,Pan Baguette,N/A,80,g,80 g,136,0,0.5,0,0,0,0,28.8,0,0,0,0.266,0,0
7795735601006,Don Satur,Pan Dulce Choco,N/A,80,g,1 portion (80 g),351,0,13.8,5.75,0,0,0,51.2,18.8,0,1.38,0,0,0
7790742172204,Serenisima,Leche Protein Chocolate,N/A,200,ml,200 ml (1 vaso),42,0,0,0,0,0,0,5.5,5,0,0.3,0.053,0,0
7790040137769,Bagley,criollitas,N/A,N/A,N/A,N/A,384,0,1.4,0,0,0,0,90,6.5,0,0.5,105,0,0
6938957111224,Baixiang Noodles,Spicy Beef Flavor Tasty Soup,N/A,81,g,1 portion (81 g),432,0,14.8,0,0,0,0,67.9,2.47,1.23,2.47,2.51,0.111,0
0798190053905,Edagreens,Edamame,N/A,130,g,1 cup (130 g),127,0,4,0,0,0,0,12.3,0,0,5.31,0.0231,0,0
2533704005975,Jumbo,Jamón Cocido,N/A,40,g,40 g,97.5,0,3,1,0,0,0,0,0,0,0.5,0.645,0,0
7790174001349,Vegetalex,Milanesa De Soja,N/A,85,g,1 portion (85 g),225,0,5.65,0,0,0,0,31.8,0,0,0,0,0,0
7790174001318,Vegetalex,Medallones de Espinaca,N/A,75.0,g,75 g,227,0,5.6,0.4,0,0,0,37.3,3.87,3.87,4.4,0.397,0,0
2598236002113,Punta Del Agua,Queso Danbo Feteado,N/A,30,g,30 g,347,0,27.7,18,0,0,0,0,0,0,0,1.07,0,0
7790580400705,Arcor,Assorted fruitfuls candies,N/A,18,g,1 serving (18 g),372,0,0,0,0,0,0,94.4,66.7,0,0,0.0111,0,0
0798544132348,Karinat,Duraznos Y Frutillas,N/A,140,g,140 g,47.1,0,0.0714,0,0,0,0,10.7,9.29,0,0,0.00286,0,0
7798136347559,Chocolart,Avellanas con chocolate con leche,N/A,25,g,25gr,584,0,40.8,15.2,0,0,0,44,40,28,4.4,0.072,0,0
7798136347511,Chocolart,Almendras con chocolate con leche,N/A,25,g,25gr,560,0,35.6,14.8,0,0,0,48,44,36.4,5.2,0.08,0,0
7793890260915,Tía Rosa,Burrera,N/A,53,g,53 g,317,0,10.4,5.28,0,0,0,47.2,0,0,2.26,0.442,0,0
7790580132729,Arcor,Barra,N/A,30,g,30 g,330,0,10,5,0,0,0,23.3,10,0,21.7,0.38,0,0
7798013107320,Chacra,Jamón Cocido,N/A,40,g,40 g,97.5,0,3,0,0,0,1,0,0,0,0,0.88,0,0
7891330019977,Neugebauer,Chocolate Semi Amargo 40%,N/A,26.6,g,1 portion (26.6 g),523,0,27.4,0,0,0,0,60.2,37.6,36.8,4.89,0,0,0
7790310985618,Lays,Papas Fritas Jamón Serrano,N/A,25,g,25 g,540,0,34,3.6,0,0,0,52,2.8,2.8,4.4,0.492,0,0
7798085681490,Citric,Jugo De Naranja citric x 3 l,N/A,200,ml,200 ml,41,0,0,0,0,0,0,9.5,8.5,7,0.6,0,0,0
7730952100017,Buccino,Dulce De membrillo,N/A,40,g,40 g,265,0,0,0,0,0,0,70,0,0,1.5,0,0,0
7622202223372,Shot,Mini Alfajores,N/A,19,g,1 portion (19 g),537,0,32.1,16.3,0,0,0,52.6,36.8,33.2,0,0.0579,0,0
7798147782721,Rapanui,Corazones De Dulce De Leche,N/A,25,g,25 g,444,0,20,4,0,0,0,56,0,0,4,0.08,0,0
8480017296313,Dia,Dulce de Leche libre de Gluten,N/A,20,g,20g,330,0,7,4.5,0,0,0,60,49.5,19.5,0,0.12,0,0
7798353140100,Pizza Zën,Pizza Mozzarella,N/A,82,g,82 g,221,0,6.95,3.05,0,0,0,29.3,1.34,0,2.56,0.422,0,0
